asset_id,department,asset_type,safety_function,station_code,station_name,zone,state,section_id,asset_age_years,asset_criticality,asset_criticality_score,scheduled_services_count_proxy,traffic_percentile,network_neighbor_degree,alternative_route_available,affected_services_if_blocked,operational_impact_score,maintenance_interval_days,days_since_last_maintenance,maintenance_overdue_days,failures_last_365d,failures_last_90d,failures_last_30d,same_defect_recurrences_365d,inspection_image_available,total_events_logged,last_recorded_event_id,last_recorded_date
AST-000106,S&T,Axle Counter,train detection,WRGN,WARIGAON NEWADA,NR,Uttar Pradesh,SEC-WRGN-MAY,10.3,HIGH,67.2,12.0,0.3097,2.0,0,6.0,41.8,30.0,184,154.0,0,0,0,0,0,4,EVT-0006748,2026-02-19
AST-000107,Traction,Cantilever Assembly,OHE geometry,PBE,PILIBHIT JN,NER,Uttar Pradesh,SEC-PBE-PP,19.0,MEDIUM,53.5,10.0,0.2715,11.0,1,5.0,36.3,30.0,41,11.0,1,0,0,0,1,2,EVT-0006549,2026-02-08
AST-000108,Traction,Cantilever Assembly,OHE geometry,HLDD,HALDI ROAD,NER,Uttarakhand,SEC-HLDD-RUPC,11.2,MEDIUM,48.5,16.0,0.3658,2.0,1,3.0,28.2,30.0,43,13.0,0,0,0,0,0,2,EVT-0002540,2025-06-08
AST-000109,S&T,Colour Light Signal,movement authority indication,JRKT,JADARAMA KUNTE,SWR,Karnataka,SEC-JRKT-SII,10.2,HIGH,69.3,19.0,0.3968,2.0,0,10.0,47.1,30.0,88,58.0,1,0,0,1,1,3,EVT-0006965,2026-03-03
AST-000110,Engineering,Rail/Track Section,direct train running safety,PGA,PAGARA,WCR,Madhya Pradesh,SEC-PGA-SHDR,16.5,HIGH,61.5,32.0,0.5312,3.0,1,10.0,44.6,30.0,39,9.0,1,0,0,0,1,2,EVT-0005477,2025-12-05
AST-000111,Traction,Section Insulator,electrical sectioning,SGUJ,SILIGURI JN,NFR,West Bengal,SEC-SGUJ-SGUT,9.1,HIGH,63.6,37.0,0.5645,3.0,1,17.0,46.9,30.0,601,571.0,0,0,0,0,1,2,EVT-0009996,2026-08-30
AST-000112,S&T,Track Circuit,train detection,JMT,JAMTARA,SER,West Bengal,SEC-JMT-KEE,9.8,CRITICAL,86.8,117.0,0.8781,2.0,0,82.0,78.0,30.0,50,20.0,0,0,0,0,0,1,EVT-0004406,2025-10-02
AST-000113,S&T,Point Machine,route setting,AAG,ANGAR,CR,Maharashtra,SEC-AAG-WKA,14.4,CRITICAL,82.1,73.0,0.7498,2.0,0,49.0,69.8,14.0,305,291.0,2,1,0,1,1,6,EVT-0008634,2026-06-08
AST-000114,Traction,Circuit Breaker/Interrupter,traction protection and isolation,NRGO,NARGANJO HALT,ER,Jharkhand,SEC-NRGO-RJLA,15.4,HIGH,74.0,112.0,0.8611,4.0,1,42.0,69.9,30.0,437,407.0,0,0,0,0,0,4,EVT-0009861,2026-08-22
AST-000115,Traction,OHE Contact/Catenary,traction power collection,KJ,KAJGAON,CR,Maharashtra,SEC-KJ-VGL,8.0,HIGH,69.2,179.0,0.968,2.0,1,56.0,66.5,30.0,44,14.0,0,0,0,0,1,2,EVT-0008408,2026-05-27
AST-000116,S&T,Electronic Interlocking,route locking and conflict prevention,SSV,SASVAD ROAD,CR,Maharashtra,SEC-SSV-MJBK,1.8,CRITICAL,79.6,44.0,0.6226,2.0,0,28.0,62.1,30.0,98,68.0,0,0,0,0,1,4,EVT-0007799,2026-04-22
AST-000117,Engineering,Points & Crossing,route setting and derailment prevention,RKM,RAJA KI MANDI,NCR,Uttar Pradesh,SEC-RKM-BFP,2.4,HIGH,76.2,159.0,0.9532,3.0,1,56.0,71.5,14.0,28,14.0,0,0,0,0,0,1,EVT-0007828,2026-04-24
AST-000118,S&T,Point Machine,route setting,CLG,KAHALGAON,CR,Maharashtra,SEC-CLG-EKC,5.2,HIGH,77.1,39.0,0.5795,2.0,0,22.0,59.1,14.0,22,8.0,0,0,0,0,0,3,EVT-0008779,2026-06-20
AST-000119,Engineering,Bridge/Culvert,structural route continuity,MLAR,MALANPUR,NCR,Madhya Pradesh,SEC-MLAR-RAKL,8.1,MEDIUM,55.9,8.0,0.2316,3.0,1,4.0,26.7,90.0,48,0.0,1,1,1,1,0,5,EVT-0008621,2026-06-08
AST-000120,S&T,Axle Counter,train detection,POZ,POTUL,SCR,Maharashtra,SEC-POZ-DLB,4.3,HIGH,76.6,42.0,0.6015,2.0,0,22.0,60.2,30.0,216,186.0,0,0,0,0,1,4,EVT-0006284,2026-01-23
AST-000121,S&T,Point Machine,route setting,SJPM,SUJATA PURAM HALT,SWR,Karnataka,SEC-SJPM-NTW,5.8,HIGH,61.2,14.0,0.3381,2.0,0,7.0,41.9,14.0,30,16.0,0,0,0,0,0,4,EVT-0004228,2025-09-28
AST-000122,S&T,Point Machine,route setting,INDB,INDORE JN BG,WR,Madhya Pradesh,SEC-INDB-INDM,1.9,HIGH,74.7,72.0,0.7437,4.0,1,38.0,63.6,14.0,72,58.0,0,0,0,0,1,5,EVT-0007727,2026-04-17
AST-000123,S&T,Interlocked Level Crossing,road-rail protection,TAN,TARANA ROAD,SER,Jharkhand,SEC-TAN-DON,6.6,HIGH,77.9,61.0,0.7088,2.0,0,37.0,66.5,14.0,37,23.0,0,0,0,0,1,2,EVT-0004537,2025-10-09
AST-000124,S&T,Axle Counter,train detection,ORR,ORR,WCR,Madhya Pradesh,SEC-ORR-RTWS,12.3,HIGH,66.0,32.0,0.5312,3.0,1,14.0,45.7,30.0,88,58.0,1,0,0,0,0,4,EVT-0009423,2026-07-28
AST-000125,S&T,Point Machine,route setting,SME,Shimoga,SWR,Karnataka,SEC-SME-SMET,2.6,HIGH,66.1,18.0,0.3888,2.0,0,10.0,45.9,14.0,18,4.0,0,0,0,0,0,2,EVT-0003590,2025-08-16
AST-000126,S&T,Colour Light Signal,movement authority indication,TNW,THAPAR NAGAR,SER,West Bengal,SEC-TNW-KAO,9.9,HIGH,77.0,94.0,0.8104,2.0,0,71.0,71.8,30.0,237,207.0,3,2,0,2,0,6,EVT-0007709,2026-04-16
AST-000127,Traction,OHE Contact/Catenary,traction power collection,SBG,SAHIBGANJ JN,NFR,Bihar,SEC-SBG-SLJ,16.6,MEDIUM,56.5,16.0,0.3658,5.0,1,4.0,42.2,30.0,164,134.0,0,0,0,0,0,5,EVT-0007359,2026-03-27
AST-000128,Engineering,Level Crossing Surface,road-rail interface,MHO,MAHPUR,NER,Uttar Pradesh,SEC-MHO-SYH,15.6,HIGH,62.9,36.0,0.5623,2.0,0,19.0,54.7,30.0,426,396.0,0,0,0,0,0,5,EVT-0009099,2026-07-08
AST-000129,Traction,Circuit Breaker/Interrupter,traction protection and isolation,KEQ,KACHHPURA,WCR,Madhya Pradesh,SEC-KEQ-MML,10.0,CRITICAL,79.7,111.0,0.8597,2.0,0,55.0,75.2,30.0,43,13.0,1,0,0,1,0,5,EVT-0007791,2026-04-21
AST-000130,S&T,Axle Counter,train detection,BWF,BUTEWALA,NR,Punjab,SEC-BWF-MWX,2.9,HIGH,69.4,10.0,0.2715,2.0,0,8.0,40.3,30.0,161,131.0,0,0,0,0,0,2,EVT-0008952,2026-06-30
AST-000131,Engineering,Level Crossing Surface,road-rail interface,NLQ,Nangal Pathani Halt,NWR,Haryana,SEC-NLQ-JTS,2.1,MEDIUM,56.0,22.0,0.4412,2.0,0,10.0,46.3,30.0,7,0.0,0,0,0,0,0,1,EVT-0003015,2025-07-11
AST-000133,Engineering,Level Crossing Surface,road-rail interface,STLI,SITHOULI,NCR,Madhya Pradesh,SEC-STLI-SLV,16.4,HIGH,66.1,155.0,0.9499,2.0,0,75.0,76.8,30.0,36,6.0,0,0,0,0,1,1,EVT-0006601,2026-02-11
AST-000134,Engineering,Bridge/Culvert,structural route continuity,BRUD,BARUD,WCR,Madhya Pradesh,SEC-BRUD-CAER,9.0,CRITICAL,80.4,139.0,0.9256,5.0,1,88.0,79.0,90.0,544,454.0,1,0,0,1,1,3,EVT-0009304,2026-07-22
AST-000135,Traction,OHE Contact/Catenary,traction power collection,NML,NELLIMARIA,ECoR,Andhra Pradesh,SEC-NML-VZM,14.1,HIGH,66.5,93.0,0.8077,4.0,1,33.0,65.0,30.0,141,111.0,1,0,0,1,0,4,EVT-0008509,2026-06-01
AST-000136,Traction,Section Insulator,electrical sectioning,MLZ,MALARNA,WCR,Rajasthan,SEC-MLZ-NMD,13.3,HIGH,65.7,85.0,0.7887,2.0,1,36.0,55.8,30.0,200,170.0,1,0,0,1,1,8,EVT-0009566,2026-08-06
AST-000137,S&T,Colour Light Signal,movement authority indication,MJBK,MANJARI BUDRUK,CR,Maharashtra,SEC-MJBK-SSV,10.6,CRITICAL,85.9,123.0,0.8883,2.0,0,85.0,78.3,30.0,40,10.0,1,0,0,0,0,3,EVT-0006174,2026-01-15
AST-000138,Traction,OHE Contact/Catenary,traction power collection,DSPT,DANISHPET,SWR,Tamil Nadu,SEC-DSPT-TNT,3.6,HIGH,72.4,125.0,0.895,2.0,1,57.0,63.3,30.0,248,218.0,1,0,0,0,1,2,EVT-0008533,2026-06-03
AST-000139,Engineering,Bridge/Culvert,structural route continuity,SJT,SHUJAATPUR,NR,Uttar Pradesh,SEC-SJT-SRO,4.0,HIGH,76.8,141.0,0.9315,2.0,1,62.0,66.4,90.0,31,0.0,0,0,0,0,0,3,EVT-0007769,2026-04-20
AST-000141,S&T,Track Circuit,train detection,KFQ,KUMARANALLUR,SR,Kerala,SEC-KFQ-KTYM,9.5,HIGH,77.8,82.0,0.782,2.0,0,58.0,70.5,30.0,40,10.0,0,0,0,0,0,2,EVT-0008793,2026-06-21
AST-000142,S&T,Interlocked Level Crossing,road-rail protection,MK,MIRANPUR KATRA,NER,Uttar Pradesh,SEC-MK-TLH,9.7,CRITICAL,81.4,164.0,0.9585,4.0,1,74.0,77.1,14.0,40,26.0,0,0,0,0,0,1,EVT-0008032,2026-05-05
AST-000143,Traction,OHE Contact/Catenary,traction power collection,MJS,MANJESHWAR,SR,Kerala,SEC-MJS-UAA,9.0,HIGH,63.0,70.0,0.7353,2.0,1,37.0,52.2,30.0,78,48.0,0,0,0,0,1,2,EVT-0008448,2026-05-29
AST-000144,Engineering,Rail/Track Section,direct train running safety,CROA,CHAUTARA,NFR,Assam,SEC-CROA-SRPB,12.4,HIGH,69.7,44.0,0.6226,4.0,1,23.0,55.7,30.0,191,161.0,0,0,0,0,0,4,EVT-0006283,2026-01-23
AST-000145,Engineering,Level Crossing Surface,road-rail interface,GGC,GANGAPUR CITY,WCR,Rajasthan,SEC-GGC-LRU,2.8,HIGH,61.6,85.0,0.7887,2.0,0,29.0,66.8,30.0,13,0.0,0,0,0,0,1,2,EVT-0006831,2026-02-25
AST-000146,Traction,Traction Substation,traction power supply,NHN,NIGOHAN,NR,Uttar Pradesh,SEC-NHN-SAGR,8.3,HIGH,75.3,61.0,0.7088,2.0,0,39.0,65.8,30.0,51,21.0,0,0,0,0,1,1,EVT-0003953,2025-09-06
AST-000147,Engineering,Sleeper/Fastening Zone,track gauge and stability,BBK,BARABANKI JN,NER,Uttar Pradesh,SEC-BBK-JBR,13.4,HIGH,66.7,81.0,0.7777,3.0,1,29.0,59.4,30.0,48,18.0,0,0,0,0,0,1,EVT-0004654,2025-10-16
AST-000148,Engineering,Level Crossing Surface,road-rail interface,HRH,HARTHALA,NER,Uttar Pradesh,SEC-HRH-LPB,2.7,HIGH,64.8,79.0,0.7676,2.0,0,34.0,66.4,30.0,12,0.0,0,0,0,0,0,3,EVT-0007522,2026-04-05
AST-000149,Traction,Cantilever Assembly,OHE geometry,JGWL,JAGJIVAN HALT,ECR,Bihar,SEC-JGWL-KYA,3.2,MEDIUM,59.3,49.0,0.6472,4.0,1,14.0,54.4,30.0,202,172.0,1,0,0,1,1,3,EVT-0009951,2026-08-27
AST-000150,S&T,Axle Counter,train detection,SNQ,SANKARPUR,ER,Jharkhand,SEC-SNQ-KBQ,11.5,CRITICAL,83.8,117.0,0.8781,2.0,0,69.0,77.2,30.0,88,58.0,0,0,0,0,0,2,EVT-0005852,2025-12-28
AST-000151,S&T,Colour Light Signal,movement authority indication,BOT,BOROTI,SWR,Maharashtra,SEC-BOT-NGS,17.4,CRITICAL,80.7,61.0,0.7088,2.0,0,31.0,67.2,30.0,77,47.0,0,0,0,0,1,2,EVT-0007096,2026-03-11
AST-000152,Traction,Circuit Breaker/Interrupter,traction protection and isolation,MSO,MISROD,WCR,Madhya Pradesh,SEC-MSO-HBJ,5.3,CRITICAL,84.9,190.0,0.9882,2.0,0,106.0,83.6,30.0,45,15.0,0,0,0,0,1,2,EVT-0006706,2026-02-17
AST-000153,S&T,Point Machine,route setting,SOH,SIROHI ROAD,NWR,Rajasthan,SEC-SOH-KVJ,10.7,CRITICAL,84.1,60.0,0.7026,2.0,0,38.0,67.7,14.0,28,14.0,0,0,0,0,0,1,EVT-0006063,2026-01-08
AST-000154,Engineering,Ballast/Formation Zone,track geometry and drainage,BPW,BURHPURA,NCR,Uttar Pradesh,SEC-BPW-BZY,7.8,MEDIUM,58.6,190.0,0.9882,2.0,1,78.0,65.0,60.0,105,45.0,1,1,0,1,0,5,EVT-0009856,2026-08-22
AST-000155,Engineering,Ballast/Formation Zone,track geometry and drainage,DUI,DHURI JN,NR,Punjab,SEC-DUI-KLSX,1.9,MEDIUM,44.8,21.0,0.4264,4.0,1,6.0,38.7,60.0,92,32.0,0,0,0,0,1,1,EVT-0003085,2025-07-16
AST-000156,S&T,Axle Counter,train detection,SUCH,SUCHINDRAM,SR,Tamil Nadu,SEC-SUCH-NCJ,8.1,HIGH,70.3,22.0,0.4412,2.0,0,12.0,49.8,30.0,180,150.0,1,1,0,0,1,5,EVT-0009675,2026-08-12
AST-000157,Traction,OHE Contact/Catenary,traction power collection,BRB,BORIBIAL,CR,Maharashtra,SEC-BRB-DD,9.0,HIGH,72.2,79.0,0.7676,5.0,1,46.0,68.3,30.0,284,254.0,0,0,0,0,1,5,EVT-0009080,2026-07-07
AST-000159,Engineering,Points & Crossing,route setting and derailment prevention,CBF,COIMBATORE NORTH,SR,Tamil Nadu,SEC-CBF-CBE,7.1,HIGH,77.0,116.0,0.8744,3.0,1,41.0,67.3,14.0,28,14.0,0,0,0,0,1,2,EVT-0009259,2026-07-19
AST-000160,S&T,Electronic Interlocking,route locking and conflict prevention,PJP,PANJIPARA,NFR,Bihar,SEC-PJP-KNE,35.0,CRITICAL,87.8,121.0,0.8835,3.0,1,81.0,70.5,30.0,9,0.0,0,0,0,0,1,1,EVT-0008137,2026-05-11
AST-000161,S&T,Track Circuit,train detection,TPTY,TIRUPATI MAIN,SCR,Andhra Pradesh,SEC-TPTY-TPW,1.1,CRITICAL,80.6,103.0,0.8368,6.0,1,49.0,74.2,30.0,150,120.0,0,0,0,0,1,2,EVT-0007547,2026-04-06
AST-000162,Traction,Traction Substation,traction power supply,BBS,BHUBANESWAR,ECoR,Orissa,SEC-BBS-LGTR,11.2,CRITICAL,82.4,179.0,0.968,7.0,1,102.0,81.8,30.0,180,150.0,3,2,1,2,1,6,EVT-0007819,2026-04-23
AST-000165,S&T,Axle Counter,train detection,PK,PAKNI,SWR,Karnataka,SEC-PK-MVE,9.1,CRITICAL,83.0,73.0,0.7498,2.0,0,51.0,70.0,30.0,4,0.0,2,1,1,1,0,4,EVT-0008260,2026-05-18
AST-000166,Traction,Section Insulator,electrical sectioning,JDB,JAGDALPUR,ECoR,Chhattisgarh,SEC-JDB-NKX,12.2,MEDIUM,45.8,6.0,0.1827,3.0,1,2.0,21.5,30.0,197,167.0,1,1,1,1,0,5,EVT-0006690,2026-02-16
AST-000167,S&T,Colour Light Signal,movement authority indication,KOPR,KOPAR ROAD,CR,Maharashtra,SEC-KOPR-DCTL,5.5,CRITICAL,85.2,262.0,0.9993,8.0,1,140.0,84.3,30.0,85,55.0,0,0,0,0,0,1,EVT-0008546,2026-06-03
AST-000168,S&T,Point Machine,route setting,TME,TUTI MELUR,SR,Tamil Nadu,SEC-TME-TN,2.4,HIGH,67.7,12.0,0.3097,4.0,1,3.0,38.0,14.0,161,147.0,0,0,0,0,1,5,EVT-0009371,2026-07-25
AST-000169,Traction,Traction Substation,traction power supply,VAPM,VALAPATTANAM,SR,Kerala,SEC-VAPM-PPNS,19.1,HIGH,73.4,70.0,0.7353,2.0,0,40.0,66.8,30.0,49,19.0,0,0,0,0,1,2,EVT-0008560,2026-06-04
AST-000170,S&T,Electronic Interlocking,route locking and conflict prevention,KK,KHADKI,CR,Maharashtra,SEC-KK-SVJR,3.6,CRITICAL,87.0,105.0,0.8477,2.0,0,77.0,76.4,30.0,15,0.0,0,0,0,0,0,3,EVT-0005009,2025-11-07
AST-000171,Engineering,Level Crossing Surface,road-rail interface,DKI,DHARMKUNDI,WCR,Madhya Pradesh,SEC-DKI-KTZ,3.9,HIGH,68.3,139.0,0.9256,2.0,0,88.0,76.0,30.0,18,0.0,3,1,1,3,0,8,EVT-0008998,2026-07-02
AST-000172,S&T,Point Machine,route setting,TSS,TALLI SAIDASAHU,NR,Punjab,SEC-TSS-MFM,5.6,HIGH,67.5,10.0,0.2715,2.0,0,8.0,39.8,14.0,54,40.0,4,2,1,2,1,7,EVT-0008579,2026-06-05
AST-000173,Engineering,Sleeper/Fastening Zone,track gauge and stability,TLB,TALWA BAZAR,ER,Jharkhand,SEC-TLB-TTN,2.7,MEDIUM,55.1,20.0,0.4152,4.0,1,7.0,40.6,30.0,292,262.0,0,0,0,0,0,5,EVT-0008520,2026-06-02
AST-000174,Engineering,Ballast/Formation Zone,track geometry and drainage,BYH,BHITI,NER,Uttar Pradesh,SEC-BYH-HDK,6.3,MEDIUM,50.5,38.0,0.5758,2.0,1,14.0,40.3,60.0,58,0.0,0,0,0,0,0,1,EVT-0000754,2025-02-15
AST-000175,Engineering,Points & Crossing,route setting and derailment prevention,HTE,HATIA,SER,Jharkhand,SEC-HTE-RNC,11.4,HIGH,71.7,41.0,0.5901,13.0,1,16.0,58.4,14.0,393,379.0,0,0,0,0,0,2,EVT-0006778,2026-02-21
AST-000176,Engineering,Points & Crossing,route setting and derailment prevention,SNVR,SANVATSAR,CR,Maharashtra,SEC-SNVR-KPG,21.7,CRITICAL,80.5,72.0,0.7437,2.0,0,58.0,69.0,14.0,99,85.0,0,0,0,0,1,2,EVT-0008817,2026-06-22
AST-000177,S&T,Track Circuit,train detection,PMT,PULLAMPET,SCR,Andhra Pradesh,SEC-PMT-RPL,6.8,HIGH,71.5,28.0,0.4996,2.0,0,19.0,53.4,30.0,199,169.0,1,1,1,1,0,5,EVT-0008966,2026-07-01
AST-000178,Engineering,Level Crossing Surface,road-rail interface,LGT,LANGTING,NFR,Assam,SEC-LGT-DJB,2.4,MEDIUM,42.6,9.0,0.241,3.0,1,4.0,23.9,30.0,380,350.0,1,1,0,1,0,5,EVT-0008247,2026-05-18
AST-000179,Engineering,Bridge/Culvert,structural route continuity,AMA,ATAMANDA,NER,Uttar Pradesh,SEC-AMA-DRN,6.4,MEDIUM,58.5,15.0,0.3474,2.0,1,6.0,29.7,90.0,8,0.0,0,0,0,0,1,5,EVT-0007587,2026-04-08
AST-000181,S&T,Point Machine,route setting,STH,Sethal,NER,Uttar Pradesh,SEC-STH-DBNR,8.3,HIGH,63.0,19.0,0.3968,3.0,1,9.0,37.6,14.0,10,0.0,0,0,0,0,0,2,EVT-0006942,2026-03-02
AST-000182,Engineering,Bridge/Culvert,structural route continuity,GDX,GHOKSADANGA,NFR,West Bengal,SEC-GDX-SJRR,35.0,HIGH,73.1,72.0,0.7437,3.0,1,45.0,59.2,90.0,232,142.0,0,0,0,0,1,1,EVT-0005605,2025-12-13
AST-000183,S&T,Point Machine,route setting,KTO,KATORA,SECR,Chhattisgarh,SEC-KTO-SPDR,20.8,MEDIUM,58.5,8.0,0.2316,2.0,0,4.0,35.4,14.0,98,84.0,0,0,0,0,0,3,EVT-0005698,2025-12-18
AST-000184,Engineering,Points & Crossing,route setting and derailment prevention,BRM,BARABAMBO,SER,Jharkhand,SEC-BRM-CKP,2.9,CRITICAL,79.4,54.0,0.6777,2.0,0,35.0,65.1,14.0,5,0.0,0,0,0,0,0,2,EVT-0004875,2025-10-30
AST-000185,Traction,Section Insulator,electrical sectioning,BNN,BARNALA,NR,Punjab,SEC-BNN-SEQ,3.6,MEDIUM,54.4,23.0,0.4513,2.0,1,6.0,34.4,30.0,127,97.0,0,0,0,0,1,7,EVT-0009178,2026-07-14
AST-000186,Traction,OHE Contact/Catenary,traction power collection,KHRS,KHARESHWAR ROAD,WR,Gujarat,SEC-KHRS-VNRD,1.9,HIGH,68.3,74.0,0.7555,3.0,1,33.0,58.6,30.0,88,58.0,0,0,0,0,0,2,EVT-0002919,2025-07-05
AST-000187,Engineering,Level Crossing Surface,road-rail interface,KLE,Kaithal,NR,Haryana,SEC-KLE-QTP,22.6,MEDIUM,49.8,8.0,0.2316,4.0,1,3.0,29.2,30.0,72,42.0,1,1,0,1,0,7,EVT-0009342,2026-07-24
AST-000188,Traction,OHE Contact/Catenary,traction power collection,KVD,KHURMABAD ROAD,ECR,Bihar,SEC-KVD-SSG,3.4,HIGH,71.5,109.0,0.8564,2.0,1,48.0,61.0,30.0,26,0.0,0,0,0,0,0,2,EVT-0001757,2025-04-19
AST-000189,S&T,Colour Light Signal,movement authority indication,KZQ,KHIMEL,NWR,Rajasthan,SEC-KZQ-RANI,10.3,CRITICAL,80.1,60.0,0.7026,2.0,0,35.0,66.7,30.0,24,0.0,1,1,1,1,0,5,EVT-0006904,2026-02-28
AST-000190,S&T,Colour Light Signal,movement authority indication,ALL,ALAL,NR,Punjab,SEC-ALL-SEQ,7.8,HIGH,72.5,23.0,0.4513,2.0,0,14.0,50.9,30.0,107,77.0,1,0,0,1,0,4,EVT-0007935,2026-04-29
AST-000191,S&T,Colour Light Signal,movement authority indication,NAZJ,NAZIRGANJ,ECR,Bihar,SEC-NAZJ-BSRA,9.6,HIGH,76.7,88.0,0.7972,3.0,1,48.0,63.0,30.0,43,13.0,0,0,0,0,1,2,EVT-0002434,2025-06-02
AST-000192,Engineering,Points & Crossing,route setting and derailment prevention,VDK,VADAKANNIKAPURM,SR,Kerala,SEC-VDK-KLGD,13.4,MEDIUM,59.1,2.0,0.0714,2.0,0,1.0,26.7,14.0,26,12.0,0,0,0,0,1,3,EVT-0006047,2026-01-08
AST-000193,Traction,OHE Contact/Catenary,traction power collection,ATA,ATA,NCR,Uttar Pradesh,SEC-ATA-ORAI,10.4,MEDIUM,57.5,59.0,0.6976,2.0,1,21.0,48.7,30.0,1,0.0,0,0,0,0,0,2,EVT-0009936,2026-08-26
AST-000195,S&T,Axle Counter,train detection,JGJ,JAGESHARGANJ,NR,Uttar Pradesh,SEC-JGJ-ANTU,1.7,HIGH,71.6,48.0,0.641,3.0,1,20.0,53.2,30.0,93,63.0,0,0,0,0,1,3,EVT-0005684,2025-12-17
AST-000197,Engineering,Bridge/Culvert,structural route continuity,MA,MADHA,CR,Maharashtra,SEC-MA-WKA,5.1,HIGH,69.9,73.0,0.7498,2.0,1,31.0,54.7,90.0,158,68.0,0,0,0,0,0,4,EVT-0009276,2026-07-20
AST-000198,Engineering,Points & Crossing,route setting and derailment prevention,JKPR,JAKHAPURA,ECoR,Orissa,SEC-JKPR-SKND,3.2,CRITICAL,80.5,116.0,0.8744,4.0,1,58.0,72.2,14.0,41,27.0,0,0,0,0,0,3,EVT-0009185,2026-07-14
AST-000199,Traction,Traction Substation,traction power supply,DMT,DIGUVAMETTA,SCR,Andhra Pradesh,SEC-DMT-KSTE,9.2,MEDIUM,56.8,23.0,0.4513,3.0,1,7.0,39.0,30.0,384,354.0,0,0,0,0,1,2,EVT-0009665,2026-08-11
AST-000200,Traction,Cantilever Assembly,OHE geometry,PRPM,PT RAM PRASAD BISMIL,NER,Uttar Pradesh,SEC-PRPM-SXK,11.6,MEDIUM,55.8,19.0,0.3968,5.0,1,9.0,43.8,30.0,503,473.0,2,1,0,2,0,7,EVT-0009290,2026-07-21
AST-000201,S&T,Point Machine,route setting,KMGE,KUMAHU,ECR,Bihar,SEC-KMGE-SSG,11.6,CRITICAL,82.6,109.0,0.8564,2.0,0,80.0,75.8,14.0,33,19.0,0,0,0,0,1,2,EVT-0007833,2026-04-24
AST-000202,S&T,Point Machine,route setting,BTO,BHITAURA,NER,Uttar Pradesh,SEC-BTO-PKRA,2.4,CRITICAL,87.7,143.0,0.9363,2.0,0,100.0,81.4,14.0,203,189.0,0,0,0,0,1,2,EVT-0009191,2026-07-14
AST-000203,Engineering,Bridge/Culvert,structural route continuity,KQY,KHARIKATIA,NFR,Assam,SEC-KQY-TTB,11.7,HIGH,65.4,34.0,0.5479,2.0,1,14.0,42.5,90.0,103,13.0,0,0,0,0,0,1,EVT-0008269,2026-05-19
AST-000204,Engineering,Rail/Track Section,direct train running safety,GHQ,GARHWA,ECR,Jharkhand,SEC-GHQ-MQX,10.7,MEDIUM,56.4,21.0,0.4264,2.0,1,9.0,33.6,30.0,126,96.0,0,0,0,0,0,3,EVT-0006236,2026-01-19
AST-000206,S&T,Point Machine,route setting,DMG,DOMINGARH,NER,Uttar Pradesh,SEC-DMG-GKP,7.2,HIGH,76.7,101.0,0.8329,3.0,1,45.0,65.0,14.0,11,0.0,0,0,0,0,1,2,EVT-0008666,2026-06-11
AST-000207,Engineering,Points & Crossing,route setting and derailment prevention,SUL,SULADHAL,SWR,Karnataka,SEC-SUL-PCH,3.2,HIGH,77.5,44.0,0.6226,2.0,0,24.0,61.6,14.0,17,3.0,0,0,0,0,0,3,EVT-0005685,2025-12-17
AST-000208,S&T,Electronic Interlocking,route locking and conflict prevention,MHTR,MALIHATI TALIBPUR ROAD,ER,West Bengal,SEC-MHTR-SALE,6.6,CRITICAL,82.2,33.0,0.5379,2.0,0,16.0,58.1,30.0,67,37.0,0,0,0,0,1,2,EVT-0003336,2025-08-01
AST-000209,S&T,Electronic Interlocking,route locking and conflict prevention,ASJP,AMAR SAHEED JAGDEV P HALT,ECR,Bihar,SEC-ASJP-RNTE,12.6,HIGH,78.0,56.0,0.6852,4.0,1,32.0,61.2,30.0,315,285.0,2,1,1,2,0,6,EVT-0007865,2026-04-26
AST-000210,S&T,Colour Light Signal,movement authority indication,SKL,SINGAPERUMAL KOIL,SR,Tamil Nadu,SEC-SKL-PWU,1.3,CRITICAL,86.1,89.0,0.8009,2.0,0,69.0,73.6,30.0,86,56.0,2,1,0,1,0,5,EVT-0008357,2026-05-24
AST-000211,Engineering,Bridge/Culvert,structural route continuity,BWI,BILWAI,NR,Uttar Pradesh,SEC-BWI-TLGR,6.0,HIGH,69.1,54.0,0.6777,3.0,1,21.0,54.5,90.0,59,0.0,0,0,0,0,1,3,EVT-0009413,2026-07-27
AST-000212,S&T,Track Circuit,train detection,BCN,BACHHRAWAN,NR,Uttar Pradesh,SEC-BCN-SAGR,8.3,CRITICAL,80.3,61.0,0.7088,2.0,0,45.0,67.1,30.0,63,33.0,0,0,0,0,0,2,EVT-0005649,2025-12-15
AST-000213,Engineering,Level Crossing Surface,road-rail interface,JEN,JENAPUR,ECoR,Orissa,SEC-JEN-BRMI,3.2,HIGH,60.4,116.0,0.8744,3.0,1,49.0,63.2,30.0,83,53.0,0,0,0,0,1,4,EVT-0009319,2026-07-22
AST-000214,Engineering,Points & Crossing,route setting and derailment prevention,TPW,TIRUPATI WEST HALT,SCR,Andhra Pradesh,SEC-TPW-TPTY,29.5,HIGH,74.2,57.0,0.692,2.0,0,37.0,64.6,14.0,118,104.0,1,0,0,1,1,4,EVT-0009192,2026-07-14
